0	0
0.005	-0.000170
0.01	0.000020
0.015	0.000260
0.02	0.000290
0.025	0.000110
0.03	-0.000050
0.035	0.000020
0.04	0.000220
0.045	0.000320
0.05	0.000210
0.055	-0.000020
0.06	-0.000210
0.065	-0.000280
0.07	-0.000270
0.075	-0.000200
0.08	-0.000060
0.085	0.000120
0.09	0.000250
0.095	0.000270
0.1	0.000180
0.105	0.000060
0.11	-0.000040
0.115	-0.000110
0.12	-0.000150
0.125	-0.000090
0.13	0.000080
0.135	0.000260
0.14	0.000280
0.145	0.000090
0.15	-0.000140
0.155	-0.000210
0.16	-0.000070
0.165	0.000100
0.17	0.000130
0.175	0.000060
0.18	0.000050
0.185	0.000160
0.19	0.000220
0.195	0.000120
0.2	-0.000050
0.205	-0.000080
0.21	0.000040
0.215	0.000100
0.22	-0.000030
0.225	-0.000240
0.23	-0.000300
0.235	-0.000190
0.24	-0.000100
0.245	-0.000140
0.25	-0.000180
0.255	-0.000030
0.26	0.000250
0.265	0.000380
0.27	0.000240
0.275	0.000010
0.28	-0.000070
0.285	0.000040
0.29	0.000150
0.295	0.000130
0.3	0.000030
0.305	-0.000020
0.31	0.000000
0.315	0.000000
0.32	-0.000070
0.325	-0.000150
0.33	-0.000130
0.335	-0.000020
0.34	0.000140
0.345	0.000240
0.35	0.000200
0.355	0.000050
0.36	-0.000050
0.365	0.000040
0.37	0.000240
0.375	0.000300
0.38	0.000100
0.385	-0.000170
0.39	-0.000230
0.395	-0.000020
0.4	0.000170
0.405	0.000100
0.41	-0.000110
0.415	-0.000190
0.42	-0.000060
0.425	0.000060
0.43	0.000010
0.435	-0.000110
0.44	-0.000060
0.445	0.000190
0.45	0.000410
0.455	0.000390
0.46	0.000170
0.465	-0.000040
0.47	-0.000110
0.475	-0.000030
0.48	0.000100
0.485	0.000210
0.49	0.000230
0.495	0.000140
0.5	0.000060
0.505	0.000070
0.51	0.000130
0.515	0.000110
0.52	-0.000060
0.525	-0.000240
0.53	-0.000280
0.535	-0.000180
0.54	-0.000100
0.545	-0.000100
0.55	-0.000120
0.555	-0.000030
0.56	0.000150
0.565	0.000330
0.57	0.000430
0.575	0.000400
0.58	0.000260
0.585	0.000030
0.59	-0.000160
0.595	-0.000140
0.6	0.000040
0.605	0.000180
0.61	0.000070
0.615	-0.000230
0.62	-0.000500
0.625	-0.000560
0.63	-0.000440
0.635	-0.000270
0.64	-0.000110
0.645	0.000020
0.65	0.000100
0.655	0.000110
0.66	0.000090
0.665	0.000110
0.67	0.000110
0.675	-0.000030
0.68	-0.000260
0.685	-0.000350
0.69	-0.000120
0.695	0.000240
0.7	0.000390
0.705	0.000180
0.71	-0.000130
0.715	-0.000220
0.72	-0.000060
0.725	0.000090
0.73	0.000060
0.735	-0.000080
0.74	-0.000130
0.745	-0.000040
0.75	0.000080
0.755	0.000120
0.76	0.000060
0.765	-0.000060
0.77	-0.000210
0.775	-0.000310
0.78	-0.000280
0.785	-0.000170
0.79	-0.000130
0.795	-0.000240
0.8	-0.000370
0.805	-0.000320
0.81	-0.000100
0.815	0.000030
0.82	-0.000090
0.825	-0.000280
0.83	-0.000210
0.835	0.000140
0.84	0.000410
0.845	0.000260
0.85	-0.000190
0.855	-0.000470
0.86	-0.000330
0.865	-0.000020
0.87	0.000080
0.875	-0.000150
0.88	-0.000430
0.885	-0.000500
0.89	-0.000350
0.895	-0.000190
0.9	-0.000120
0.905	-0.000080
0.91	-0.000010
0.915	0.000050
0.92	0.000060
0.925	0.000070
0.93	0.000120
0.935	0.000190
0.94	0.000170
0.945	0.000060
0.95	-0.000030
0.955	0.000000
0.96	0.000060
0.965	0.000030
0.97	-0.000110
0.975	-0.000200
0.98	-0.000140
0.985	0.000050
0.99	0.000210
0.995	0.000200
1	0.000040
1.005	-0.000160
1.01	-0.000310
1.015	-0.000360
1.02	-0.000320
1.025	-0.000230
1.03	-0.000090
1.035	0.000070
1.04	0.000200
1.045	0.000210
1.05	0.000040
1.055	-0.000210
1.06	-0.000340
1.065	-0.000260
1.07	-0.000030
1.075	0.000160
1.08	0.000220
1.085	0.000180
1.09	0.000080
1.095	-0.000030
1.1	-0.000130
1.105	-0.000140
1.11	-0.000040
1.115	0.000090
1.12	0.000130
1.125	0.000060
1.13	-0.000020
1.135	-0.000060
1.14	-0.000090
1.145	-0.000170
1.15	-0.000240
1.155	-0.000200
1.16	-0.000090
1.165	-0.000060
1.17	-0.000150
1.175	-0.000220
1.18	-0.000150
1.185	0.000000
1.19	0.000090
1.195	0.000060
1.2	0.000020
1.205	0.000000
1.21	-0.000040
1.215	-0.000160
1.22	-0.000300
1.225	-0.000340
1.23	-0.000300
1.235	-0.000280
1.24	-0.000280
1.245	-0.000180
1.25	0.000030
1.255	0.000190
1.26	0.000190
1.265	0.000100
1.27	0.000070
1.275	0.000090
1.28	-0.000010
1.285	-0.000230
1.29	-0.000340
1.295	-0.000170
1.3	0.000090
1.305	0.000100
1.31	-0.000190
1.315	-0.000470
1.32	-0.000450
1.325	-0.000180
1.33	0.000070
1.335	0.000140
1.34	0.000100
1.345	0.000060
1.35	0.000010
1.355	-0.000100
1.36	-0.000200
1.365	-0.000180
1.37	-0.000050
1.375	0.000060
1.38	0.000060
1.385	-0.000040
1.39	-0.000150
1.395	-0.000190
1.4	-0.000120
1.405	0.000050
1.41	0.000190
1.415	0.000170
1.42	0.000000
1.425	-0.000140
1.43	-0.000090
1.435	0.000090
1.44	0.000180
1.445	0.000100
1.45	0.000040
1.455	0.000140
1.46	0.000270
1.465	0.000230
1.47	0.000010
1.475	-0.000140
1.48	-0.000050
1.485	0.000150
1.49	0.000200
1.495	0.000040
1.5	-0.000130
1.505	-0.000150
1.51	-0.000060
1.515	0.000000
1.52	-0.000010
1.525	-0.000030
1.53	-0.000030
1.535	-0.000070
1.54	-0.000180
1.545	-0.000270
1.55	-0.000210
1.555	-0.000020
1.56	0.000180
1.565	0.000270
1.57	0.000250
1.575	0.000180
1.58	0.000120
1.585	0.000060
1.59	-0.000040
1.595	-0.000150
1.6	-0.000230
1.605	-0.000190
1.61	-0.000010
1.615	0.000230
1.62	0.000370
1.625	0.000340
1.63	0.000200
1.635	0.000100
1.64	0.000100
1.645	0.000120
1.65	0.000040
1.655	-0.000120
1.66	-0.000210
1.665	-0.000130
1.67	0.000050
1.675	0.000140
1.68	0.000050
1.685	-0.000130
1.69	-0.000220
1.695	-0.000200
1.7	-0.000170
1.705	-0.000190
1.71	-0.000200
1.715	-0.000090
1.72	0.000090
1.725	0.000140
1.73	-0.000010
1.735	-0.000200
1.74	-0.000210
1.745	-0.000040
1.75	0.000120
1.755	0.000110
1.76	0.000060
1.765	0.000130
1.77	0.000320
1.775	0.000390
1.78	0.000260
1.785	0.000070
1.79	0.000030
1.795	0.000130
1.8	0.000190
1.805	0.000130
1.81	0.000070
1.815	0.000050
1.82	0.000030
1.825	-0.000070
1.83	-0.000140
1.835	-0.000070
1.84	0.000070
1.845	0.000040
1.85	-0.000190
1.855	-0.000360
1.86	-0.000210
1.865	0.000120
1.87	0.000250
1.875	0.000070
1.88	-0.000130
1.885	-0.000050
1.89	0.000230
1.895	0.000340
1.9	0.000100
1.905	-0.000230
1.91	-0.000320
1.915	-0.000130
1.92	0.000110
1.925	0.000190
1.93	0.000090
1.935	-0.000080
1.94	-0.000220
1.945	-0.000260
1.95	-0.000200
1.955	-0.000100
1.96	-0.000080
1.965	-0.000120
1.97	-0.000070
1.975	0.000170
1.98	0.000420
1.985	0.000390
1.99	0.000040
1.995	-0.000270
2	-0.000190
2.005	0.000200
2.01	0.000460
2.015	0.000330
2.02	0.000040
2.025	-0.000030
2.03	0.000120
2.035	0.000110
2.04	-0.000250
2.045	-0.000600
2.05	-0.000490
2.055	0.000060
2.06	0.000510
2.065	0.000430
2.07	0.000000
2.075	-0.000300
2.08	-0.000280
2.085	-0.000210
2.09	-0.000350
2.095	-0.000530
2.1	-0.000410
2.105	0.000000
2.11	0.000320
2.115	0.000290
2.12	0.000080
2.125	0.000010
2.13	0.000090
2.135	0.000080
2.14	-0.000110
2.145	-0.000270
2.15	-0.000180
2.155	0.000030
2.16	0.000080
2.165	-0.000040
2.17	-0.000040
2.175	0.000180
2.18	0.000370
2.185	0.000240
2.19	-0.000130
2.195	-0.000330
2.2	-0.000160
2.205	0.000150
2.21	0.000280
2.215	0.000220
2.22	0.000140
2.225	0.000100
2.23	0.000000
2.235	-0.000190
2.24	-0.000280
2.245	-0.000110
2.25	0.000190
2.255	0.000310
2.26	0.000150
2.265	-0.000050
2.27	-0.000070
2.275	0.000070
2.28	0.000170
2.285	0.000130
2.29	0.000060
2.295	0.000080
2.3	0.000130
2.305	0.000100
2.31	-0.000020
2.315	-0.000120
2.32	-0.000120
2.325	-0.000050
2.33	0.000030
2.335	0.000160
2.34	0.000360
2.345	0.000530
2.35	0.000510
2.355	0.000240
2.36	-0.000130
2.365	-0.000370
2.37	-0.000380
2.375	-0.000230
2.38	-0.000060
2.385	0.000090
2.39	0.000190
2.395	0.000180
2.4	0.000030
2.405	-0.000170
2.41	-0.000240
2.415	-0.000100
2.42	0.000100
2.425	0.000140
2.43	-0.000010
2.435	-0.000180
2.44	-0.000190
2.445	-0.000070
2.45	0.000070
2.455	0.000150
2.46	0.000160
2.465	0.000080
2.47	-0.000100
2.475	-0.000330
2.48	-0.000440
2.485	-0.000340
2.49	-0.000150
2.495	-0.000030
2.5	0.000020
2.505	0.000100
2.51	0.000210
2.515	0.000230
2.52	0.000080
2.525	-0.000060
2.53	0.000020
2.535	0.000250
2.54	0.000320
2.545	0.000100
2.55	-0.000190
2.555	-0.000220
2.56	0.000000
2.565	0.000170
2.57	0.000090
2.575	-0.000110
2.58	-0.000160
2.585	-0.000050
2.59	0.000040
2.595	-0.000010
2.6	-0.000080
2.605	-0.000020
2.61	0.000170
2.615	0.000340
2.62	0.000370
2.625	0.000300
2.63	0.000250
2.635	0.000270
2.64	0.000290
2.645	0.000230
2.65	0.000030
2.655	-0.000190
2.66	-0.000270
2.665	-0.000130
2.67	0.000100
2.675	0.000180
2.68	0.000050
2.685	-0.000120
2.69	-0.000110
2.695	0.000060
2.7	0.000180
2.705	0.000140
2.71	0.000040
2.715	0.000090
2.72	0.000320
2.725	0.000510
2.73	0.000480
2.735	0.000250
2.74	-0.000020
2.745	-0.000170
2.75	-0.000180
2.755	-0.000120
2.76	-0.000050
2.765	0.000010
2.77	0.000070
2.775	0.000120
2.78	0.000180
2.785	0.000210
2.79	0.000200
2.795	0.000160
2.8	0.000110
2.805	0.000060
2.81	0.000020
2.815	0.000030
2.82	0.000100
2.825	0.000160
2.83	0.000140
2.835	0.000030
2.84	-0.000090
2.845	-0.000160
2.85	-0.000210
2.855	-0.000260
2.86	-0.000230
2.865	0.000010
2.87	0.000330
2.875	0.000390
2.88	0.000050
2.885	-0.000400
2.89	-0.000500
2.895	-0.000210
2.9	0.000050
2.905	-0.000060
2.91	-0.000380
2.915	-0.000450
2.92	-0.000180
2.925	0.000100
2.93	0.000060
2.935	-0.000130
2.94	-0.000130
2.945	0.000110
2.95	0.000300
2.955	0.000200
2.96	-0.000020
2.965	-0.000120
2.97	-0.000120
2.975	-0.000220
2.98	-0.000430
2.985	-0.000550
2.99	-0.000430
2.995	-0.000200
3	-0.000090
3.005	-0.000130
3.01	-0.000150
3.015	-0.000060
3.02	0.000050
3.025	0.000090
3.03	0.000090
3.035	0.000120
3.04	0.000140
3.045	0.000030
3.05	-0.000180
3.055	-0.000360
3.06	-0.000340
3.065	-0.000150
3.07	0.000040
3.075	0.000070
3.08	-0.000100
3.085	-0.000290
3.09	-0.000320
3.095	-0.000130
3.1	0.000150
3.105	0.000250
3.11	0.000120
3.115	-0.000060
3.12	-0.000070
3.125	0.000060
3.13	0.000090
3.135	-0.000070
3.14	-0.000250
3.145	-0.000190
3.15	0.000080
3.155	0.000280
3.16	0.000200
3.165	-0.000060
3.17	-0.000220
3.175	-0.000170
3.18	-0.000020
3.185	0.000060
3.19	0.000020
3.195	-0.000030
3.2	0.000010
3.205	0.000130
3.21	0.000210
3.215	0.000100
3.22	-0.000160
3.225	-0.000390
3.23	-0.000330
3.235	-0.000010
3.24	0.000260
3.245	0.000250
3.25	0.000050
3.255	-0.000010
3.26	0.000150
3.265	0.000270
3.27	0.000150
3.275	-0.000070
3.28	-0.000040
3.285	0.000230
3.29	0.000370
3.295	0.000140
3.3	-0.000220
3.305	-0.000280
3.31	0.000010
3.315	0.000230
3.32	0.000100
3.325	-0.000160
3.33	-0.000200
3.335	-0.000010
3.34	0.000100
3.345	-0.000030
3.35	-0.000160
3.355	-0.000030
3.36	0.000250
3.365	0.000390
3.37	0.000300
3.375	0.000220
3.38	0.000290
3.385	0.000390
3.39	0.000290
3.395	0.000060
3.4	-0.000060
3.405	0.000040
3.41	0.000170
3.415	0.000110
3.42	-0.000070
3.425	-0.000110
3.43	0.000050
3.435	0.000250
3.44	0.000280
3.445	0.000140
3.45	0.000020
3.455	0.000050
3.46	0.000150
3.465	0.000140
3.47	-0.000040
3.475	-0.000270
3.48	-0.000330
3.485	-0.000140
3.49	0.000200
3.495	0.000460
3.5	0.000490
3.505	0.000300
3.51	0.000080
3.515	-0.000040
3.52	-0.000030
3.525	0.000000
3.53	-0.000010
3.535	-0.000050
3.54	-0.000070
3.545	0.000000
3.55	0.000110
3.555	0.000130
3.56	-0.000010
3.565	-0.000240
3.57	-0.000370
3.575	-0.000290
3.58	-0.000060
3.585	0.000140
3.59	0.000230
3.595	0.000210
3.6	0.000160
3.605	0.000100
3.61	0.000040
3.615	0.000050
3.62	0.000170
3.625	0.000290
3.63	0.000240
3.635	0.000010
3.64	-0.000230
3.645	-0.000310
3.65	-0.000250
3.655	-0.000160
3.66	-0.000070
3.665	0.000080
3.67	0.000270
3.675	0.000330
3.68	0.000190
3.685	0.000000
3.69	-0.000070
3.695	-0.000020
3.7	-0.000060
3.705	-0.000210
3.71	-0.000290
3.715	-0.000150
3.72	0.000050
3.725	0.000080
3.73	-0.000080
3.735	-0.000180
3.74	-0.000070
3.745	0.000120
3.75	0.000140
3.755	-0.000020
3.76	-0.000200
3.765	-0.000240
3.77	-0.000150
3.775	0.000000
3.78	0.000200
3.785	0.000360
3.79	0.000380
3.795	0.000220
3.8	0.000060
3.805	0.000060
3.81	0.000160
3.815	0.000130
3.82	-0.000120
3.825	-0.000380
3.83	-0.000400
3.835	-0.000250
3.84	-0.000160
3.845	-0.000230
3.85	-0.000270
3.855	-0.000110
3.86	0.000170
3.865	0.000340
3.87	0.000320
3.875	0.000210
3.88	0.000160
3.885	0.000200
3.89	0.000270
3.895	0.000300
3.9	0.000260
3.905	0.000120
3.91	-0.000120
3.915	-0.000390
3.92	-0.000560
3.925	-0.000540
3.93	-0.000340
3.935	-0.000030
3.94	0.000260
3.945	0.000380
3.95	0.000260
3.955	0.000030
3.96	-0.000090
3.965	0.000000
3.97	0.000170
3.975	0.000190
3.98	0.000040
3.985	-0.000080
3.99	-0.000050
3.995	0.000050
4	0.000080
4.005	0.000070
4.01	0.000110
4.015	0.000190
4.02	0.000190
4.025	0.000050
4.03	-0.000110
4.035	-0.000150
4.04	-0.000110
4.045	-0.000110
4.05	-0.000160
4.055	-0.000160
4.06	-0.000050
4.065	0.000100
4.07	0.000190
4.075	0.000220
4.08	0.000250
4.085	0.000220
4.09	0.000080
4.095	-0.000110
4.1	-0.000160
4.105	0.000010
4.11	0.000240
4.115	0.000350
4.12	0.000330
4.125	0.000280
4.13	0.000210
4.135	0.000070
4.14	-0.000140
4.145	-0.000230
4.15	-0.000080
4.155	0.000160
4.16	0.000220
4.165	0.000050
4.17	-0.000130
4.175	-0.000090
4.18	0.000120
4.185	0.000260
4.19	0.000210
4.195	0.000100
4.2	0.000070
4.205	0.000110
4.21	0.000120
4.215	0.000060
4.22	-0.000050
4.225	-0.000170
4.23	-0.000260
4.235	-0.000280
4.24	-0.000160
4.245	0.000070
4.25	0.000250
4.255	0.000270
4.26	0.000140
4.265	0.000010
4.27	-0.000030
4.275	-0.000030
4.28	-0.000050
4.285	-0.000060
4.29	0.000000
4.295	0.000060
4.3	0.000000
4.305	-0.000210
4.31	-0.000440
4.315	-0.000510
4.32	-0.000390
4.325	-0.000190
4.33	-0.000030
4.335	0.000090
4.34	0.000190
4.345	0.000250
4.35	0.000190
4.355	0.000070
4.36	0.000000
4.365	0.000080
4.37	0.000220
4.375	0.000250
4.38	0.000170
4.385	0.000080
4.39	0.000100
4.395	0.000140
4.4	0.000060
4.405	-0.000140
4.41	-0.000270
4.415	-0.000210
4.42	-0.000060
4.425	-0.000030
4.43	-0.000180
4.435	-0.000340
4.44	-0.000300
4.445	-0.000100
4.45	0.000020
4.455	-0.000100
4.46	-0.000360
4.465	-0.000500
4.47	-0.000430
4.475	-0.000220
4.48	-0.000050
4.485	0.000000
4.49	-0.000040
4.495	-0.000120
4.5	-0.000190
4.505	-0.000230
4.51	-0.000250
4.515	-0.000240
4.52	-0.000190
4.525	-0.000100
4.53	-0.000030
4.535	0.000010
4.54	0.000000
4.545	0.000010
4.55	0.000050
4.555	0.000110
4.56	0.000120
4.565	0.000070
4.57	-0.000010
4.575	-0.000050
4.58	-0.000040
4.585	-0.000020
4.59	0.000000
4.595	0.000010
4.6	0.000010
4.605	-0.000050
4.61	-0.000130
4.615	-0.000170
4.62	-0.000130
4.625	-0.000050
4.63	0.000020
4.635	0.000110
4.64	0.000240
4.645	0.000350
4.65	0.000320
4.655	0.000100
4.66	-0.000180
4.665	-0.000400
4.67	-0.000510
4.675	-0.000510
4.68	-0.000380
4.685	-0.000070
4.69	0.000280
4.695	0.000420
4.7	0.000250
4.705	-0.000010
4.71	-0.000090
4.715	0.000050
4.72	0.000160
4.725	0.000120
4.73	0.000080
4.735	0.000220
4.74	0.000410
4.745	0.000380
4.75	0.000100
4.755	-0.000170
4.76	-0.000210
4.765	-0.000120
4.77	-0.000100
4.775	-0.000110
4.78	0.000030
4.785	0.000280
4.79	0.000350
4.795	0.000090
4.8	-0.000220
4.805	-0.000230
4.81	0.000030
4.815	0.000190
4.82	0.000070
4.825	-0.000140
4.83	-0.000160
4.835	-0.000010
4.84	0.000050
4.845	-0.000060
4.85	-0.000120
4.855	0.000030
4.86	0.000240
4.865	0.000240
4.87	0.000050
4.875	-0.000110
4.88	-0.000100
4.885	-0.000020
4.89	-0.000020
4.895	-0.000080
4.9	-0.000110
4.905	-0.000060
4.91	-0.000020
4.915	0.000000
4.92	0.000050
4.925	0.000160
4.93	0.000220
4.935	0.000120
4.94	-0.000100
4.945	-0.000270
4.95	-0.000300
4.955	-0.000230
4.96	-0.000180
4.965	-0.000170
4.97	-0.000160
4.975	-0.000140
4.98	-0.000150
4.985	-0.000220
4.99	-0.000300
4.995	-0.000280
5	-0.000160
5.005	-0.000010
5.01	0.000100
5.015	0.000180
5.02	0.000250
5.025	0.000320
5.03	0.000350
5.035	0.000310
5.04	0.000260
5.045	0.000230
5.05	0.000180
5.055	0.000050
5.06	-0.000120
5.065	-0.000180
5.07	-0.000040
5.075	0.000190
5.08	0.000270
5.085	0.000130
5.09	-0.000050
5.095	-0.000080
5.1	0.000000
5.105	0.000020
5.11	-0.000090
5.115	-0.000160
5.12	-0.000050
5.125	0.000130
5.13	0.000130
5.135	-0.000080
5.14	-0.000230
5.145	-0.000110
5.15	0.000180
5.155	0.000330
5.16	0.000210
5.165	-0.000010
5.17	-0.000130
5.175	-0.000150
5.18	-0.000150
5.185	-0.000160
5.19	-0.000060
5.195	0.000180
5.2	0.000390
5.205	0.000400
5.21	0.000220
5.215	0.000060
5.22	0.000040
5.225	0.000110
5.23	0.000120
5.235	0.000000
5.24	-0.000110
5.245	-0.000060
5.25	0.000110
5.255	0.000220
5.26	0.000130
5.265	-0.000070
5.27	-0.000100
5.275	0.000120
5.28	0.000390
5.285	0.000380
5.29	0.000080
5.295	-0.000240
5.3	-0.000330
5.305	-0.000200
5.31	-0.000090
5.315	-0.000060
5.32	0.000010
5.325	0.000160
5.33	0.000210
5.335	0.000040
5.34	-0.000200
5.345	-0.000240
5.35	-0.000070
5.355	0.000030
5.36	-0.000080
5.365	-0.000230
5.37	-0.000160
5.375	0.000040
5.38	0.000020
5.385	-0.000280
5.39	-0.000530
5.395	-0.000400
5.4	0.000000
5.405	0.000220
5.41	0.000080
5.415	-0.000200
5.42	-0.000270
5.425	-0.000080
5.43	0.000120
5.435	0.000180
5.44	0.000120
5.445	0.000020
5.45	-0.000040
5.455	-0.000050
5.46	0.000010
5.465	0.000090
5.47	0.000120
5.475	0.000080
5.48	0.000100
5.485	0.000250
5.49	0.000410
5.495	0.000360
5.5	0.000090
5.505	-0.000150
5.51	-0.000200
5.515	-0.000130
5.52	-0.000110
5.525	-0.000100
5.53	0.000040
5.535	0.000270
5.54	0.000330
5.545	0.000090
5.55	-0.000210
5.555	-0.000240
5.56	0.000010
5.565	0.000190
5.57	0.000090
5.575	-0.000140
5.58	-0.000190
5.585	-0.000030
5.59	0.000080
5.595	0.000000
5.6	-0.000190
5.605	-0.000290
5.61	-0.000220
5.615	-0.000070
5.62	0.000050
5.625	0.000070
5.63	-0.000050
5.635	-0.000230
5.64	-0.000310
5.645	-0.000160
5.65	0.000100
5.655	0.000200
5.66	0.000060
5.665	-0.000100
5.67	-0.000020
5.675	0.000220
5.68	0.000290
5.685	0.000060
5.69	-0.000190
5.695	-0.000160
5.7	0.000050
5.705	0.000120
5.71	-0.000080
5.715	-0.000310
5.72	-0.000310
5.725	-0.000110
5.73	0.000060
5.735	0.000110
5.74	0.000160
5.745	0.000270
5.75	0.000300
5.755	0.000160
5.76	-0.000070
5.765	-0.000150
5.77	-0.000070
5.775	0.000020
5.78	-0.000020
5.785	-0.000100
5.79	-0.000070
5.795	0.000080
5.8	0.000210
5.805	0.000190
5.81	0.000050
5.815	-0.000060
5.82	-0.000040
5.825	0.000100
5.83	0.000230
5.835	0.000190
5.84	-0.000040
5.845	-0.000290
5.85	-0.000350
5.855	-0.000220
5.86	-0.000090
5.865	-0.000100
5.87	-0.000110
5.875	0.000040
5.88	0.000290
5.885	0.000320
5.89	0.000060
